datetime,src,dst,channel,rssi,pdr
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,19,-92,92.78
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,20,-90,98.0
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,21,-92,96.88
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,22,-92,59.09
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,23,-89,94.17
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,24,-93,0.0
2018-01-11 22:46:32.249,00-17-0d-00-00-38-06-ad,,25,-93,98.97
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,11,-93,86.87
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,12,-92,92.63
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,13,-93,89.36
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,14,-93,86.32
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,15,-93,91.53
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,16,-92,98.08
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,17,-90,90.43
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,18,-91,78.0
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,19,-93,96.88
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,20,-92,100.0
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,21,-93,91.01
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,22,-90,83.96
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,23,-93,0.0
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,24,-93,97.83
2018-01-11 22:48:13.388,00-17-0d-00-00-38-06-45,,25,-89,99.01
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,11,-93,97.92
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,12,-93,83.84
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,13,-93,86.6
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,14,-90,90.63
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,15,-93,97.87
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,16,-93,98.94
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,17,-93,91.84
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,18,-92,75.76
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,19,-93,100.0
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,20,-93,100.0
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,21,-93,98.88
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,22,-93,97.0
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,23,-93,97.2
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,24,-93,93.68
2018-01-11 22:51:07.561,00-17-0d-00-00-38-07-0c,,25,-93,100.0
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,11,-93,88.07
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,12,-93,80.22
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,13,-93,86.96
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,14,-93,51.89
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,15,-94,99.0
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,16,-93,100.0
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,17,-93,99.07
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,18,-93,97.98
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,19,-93,99.02
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,20,-92,100.0
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,21,-93,99.04
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,22,-93,97.78
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,23,-93,90.63
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,24,-93,98.92
2018-01-11 22:51:56.513,00-17-0d-00-00-38-04-25,,25,-95,98.9
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,11,-93,87.88
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,12,-93,92.39
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,13,-92,85.87
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,14,-93,100.0
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,15,-94,95.88
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,16,-93,81.82
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,17,-93,85.11
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,18,-92,78.35
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,19,-93,100.0
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,20,-93,100.0
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,21,-93,98.02
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,22,-93,96.91
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,23,-94,91.58
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,24,-95,95.74
2018-01-11 22:52:15.712,00-17-0d-00-00-38-06-67,,25,-95,97.92
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,11,-93,86.92
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,12,-91,85.34
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,13,-93,85.26
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,14,-93,87.5
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,15,-93,98.89
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,16,-93,97.69
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,17,-93,93.68
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,18,-80,87.61
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,19,-93,92.0
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,20,-93,0.0
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,21,-91,98.1
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,22,-93,97.14
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,23,-93,98.29
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,24,-93,4.35
2018-01-11 22:53:35.853,00-17-0d-00-00-38-06-c9,,25,-93,100.0
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,11,-87,52.17
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,12,-89,86.54
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,13,-88,79.21
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,14,-87,74.75
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,15,-88,99.02
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,16,-90,90.38
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,17,-87,82.46
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,18,-86,81.19
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,19,-89,80.37
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,20,-90,100.0
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,21,-90,98.15
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,22,-91,96.04
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,23,-89,98.1
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,24,-90,95.19
2018-01-11 22:53:58.778,00-17-0d-00-00-38-03-dd,,25,-88,100.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,11,-79,91.49
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,12,-84,89.25
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,13,-87,86.14
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,14,-90,81.44
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,15,-87,100.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,16,-87,94.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,17,-82,83.02
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,18,-80,76.77
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,19,-84,96.91
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,20,-89,98.98
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,21,-85,100.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,22,-83,96.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,23,-82,93.02
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,24,-91,100.0
2018-01-11 22:55:25.937,00-17-0d-00-00-38-06-d6,,25,-92,99.0
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,11,-88,90.0
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,12,-90,88.89
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,13,-87,74.14
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,14,-86,0.0
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,15,-82,95.76
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,16,-88,97.64
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,17,-86,84.85
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,18,-89,31.93
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,19,-84,95.61
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,20,-90,99.07
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,21,-87,90.77
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,22,-84,98.5
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,23,-85,90.83
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,24,-89,0.0
2018-01-11 23:01:27.720,00-17-0d-00-00-38-05-f1,,25,-89,77.89
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,11,-93,6.54
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,12,-93,79.8
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,13,-93,80.49
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,14,-86,87.85
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,15,-93,98.58
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,16,-93,98.04
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,17,-84,94.07
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,18,-93,93.81
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,19,-93,98.94
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,20,-93,97.85
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,21,-93,98.95
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,22,-93,96.84
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,23,-93,94.62
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,24,-94,70.53
2018-01-11 23:03:21.953,00-17-0d-00-00-38-03-ca,,25,-94,100.0
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,11,-92,86.67
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,12,-93,84.54
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,13,-93,88.79
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,14,-90,91.07
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,15,-93,99.02
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,16,-93,98.08
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,17,-93,73.2
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,18,-93,92.93
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,19,-93,94.34
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,20,-93,100.0
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,21,-93,96.74
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,22,-93,0.0
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,23,-93,88.3
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,24,-93,85.63
2018-01-11 23:03:27.540,00-17-0d-00-00-38-00-63,,25,-93,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,11,-92,81.11
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,12,-92,93.33
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,13,-89,90.29
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,14,-90,89.69
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,15,-92,99.01
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,16,-93,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,17,-93,89.36
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,18,-92,95.74
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,19,-93,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,20,-92,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,21,-93,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,22,-93,95.74
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,23,-93,88.3
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,24,-93,100.0
2018-01-11 23:03:30.640,00-17-0d-00-00-38-06-f0,,25,-93,100.0
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,11,-93,6.0
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,12,-93,86.55
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,13,-93,89.6
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,14,-88,0.0
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,15,-93,100.0
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,16,-95,81.98
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,17,-93,73.95
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,18,-93,80.58
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,19,-95,100.0
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,20,-94,99.17
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,21,-94,96.04
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,22,-93,91.67
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,23,-93,81.9
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,24,-94,95.69
2018-01-11 23:03:30.165,00-17-0d-00-00-38-03-87,,25,-93,100.0
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,11,-95,84.62
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,12,-93,0.0
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,13,-93,90.7
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,14,-91,79.82
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,15,-94,98.03
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,16,-94,96.52
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,17,-93,76.32
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,18,-93,69.14
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,19,-95,0.0
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,20,-95,99.07
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,21,-95,95.69
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,22,-94,7.89
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,23,-93,90.63
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,24,-95,95.92
2018-01-11 23:03:51.690,00-17-0d-00-00-38-03-d9,,25,-95,100.0
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,11,-93,83.16
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,12,-93,77.85
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,13,-92,82.86
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,14,-93,90.74
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,15,-93,98.04
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,16,-93,93.68
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,17,-93,0.0
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,18,-92,65.0
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,19,-93,83.84
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,20,-93,100.0
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,21,-93,96.12
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,22,-91,84.47
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,23,-92,90.35
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,24,-93,95.83
2018-01-11 23:05:01.210,00-17-0d-00-00-38-05-e9,,25,-93,97.94
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,11,-92,87.88
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,12,-91,81.74
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,13,-88,85.26
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,14,-90,94.9
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,15,-85,99.03
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,16,-88,91.23
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,17,-90,68.87
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,18,-86,0.0
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,19,-90,79.17
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,20,-90,97.22
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,21,-93,96.95
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,22,-88,97.35
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,23,-88,97.27
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,24,-90,100.0
2018-01-11 23:08:35.535,00-17-0d-00-00-38-05-da,,25,-92,99.03
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,11,-93,1.01
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,12,-80,88.89
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,13,-83,85.57
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,14,-91,88.42
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,15,-92,98.94
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,16,-92,97.62
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,17,-92,97.2
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,18,-88,83.33
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,19,-92,80.21
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,20,-91,99.02
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,21,-91,96.67
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,22,-89,97.87
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,23,-89,89.01
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,24,-92,98.32
2018-01-11 23:08:43.765,00-17-0d-00-00-38-03-69,,25,-93,100.0
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,11,-93,84.47
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,12,-88,86.49
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,13,-83,94.79
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,14,-91,93.81
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,15,-91,96.67
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,16,-88,90.71
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,17,-83,0.0
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,18,-87,78.79
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,19,-86,95.5
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,20,-92,100.0
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,21,-87,99.12
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,22,-91,97.2
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,23,-90,95.0
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,24,-86,97.78
2018-01-11 23:08:44.549,00-17-0d-00-00-38-06-d5,,25,-88,100.0
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,11,-93,90.63
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,12,-93,83.33
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,13,-92,0.75
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,14,-93,90.58
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,15,-93,99.32
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,16,-93,97.64
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,17,-92,83.33
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,18,-92,65.74
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,19,-92,0.0
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,20,-93,0.0
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,21,-90,98.75
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,22,-93,84.77
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,23,-93,91.58
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,24,-93,100.0
2018-01-11 23:08:49.195,00-17-0d-00-00-38-07-18,,25,-93,100.0
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,11,-93,87.5
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,12,-87,93.48
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,13,-91,93.81
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,14,-91,91.92
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,15,-93,100.0
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,16,-92,92.86
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,17,-92,89.8
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,18,-93,90.0
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,19,-93,96.67
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,20,-93,98.04
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,21,-90,97.75
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,22,-88,94.62
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,23,-92,95.65
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,24,-93,98.94
2018-01-11 23:08:56.568,00-17-0d-00-00-38-04-3b,,25,-92,97.94
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,11,-92,93.27
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,12,-89,95.24
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,13,-91,90.91
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,14,-91,83.69
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,15,-93,100.0
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,16,-93,96.23
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,17,-89,97.87
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,18,-90,89.9
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,19,-88,92.86
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,20,-89,95.92
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,21,-91,97.85
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,22,-89,63.56
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,23,-92,89.22
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,24,-93,0.0
2018-01-11 23:09:01.889,00-17-0d-00-00-38-06-ad,,25,-93,98.96
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,11,-93,86.36
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,12,-93,83.93
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,13,-93,80.71
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,14,-93,88.89
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,15,-93,98.32
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,16,-93,97.92
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,17,-93,93.48
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,18,-93,83.02
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,19,-93,93.0
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,20,-92,97.98
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,21,-93,90.0
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,22,-92,74.73
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,23,-91,0.0
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,24,-90,97.83
2018-01-11 23:10:43.257,00-17-0d-00-00-38-06-45,,25,-93,100.0
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,11,-93,88.42
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,12,-93,89.01
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,13,-90,95.15
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,14,-92,90.72
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,15,-93,100.0
2018-01-11 23:13:37.201,00-17-0d-00-00-38-07-0c,,16,-93,98.95
